96.891,282.15,68.795,-0.19702,-0.97757,0.074374,0.02365,-0.080577,-0.99647,-0.97757,0.98321,1
-201.07,303.22,52.278,-0.43269,-0.90154,-0.00192,0.0050913,-0.00031379,-0.99999,-0.90154,0.25953,0
96.831,282.03,68.997,-0.19897,-0.97736,0.071948,0.024762,-0.078406,-0.99661,-0.97736,0.98031,1
-200.93,303.03,52.298,-0.4346,-0.90061,-0.0041298,0.0035127,0.0028904,-0.99999,-0.90061,0.26946,0
96.813,281.93,69.185,-0.20032,-0.97722,0.07007,0.025869,-0.076771,-0.99671,-0.97722,0.97742,1
-200.91,303.02,52.311,-0.4351,-0.90037,-0.0043572,0.0035214,0.0031376,-0.99999,-0.90037,0.25382,0
96.842,281.86,69.285,-0.20268,-0.97675,0.069833,0.025973,-0.07665,-0.99672,-0.97675,0.98117,1
-200.74,302.96,52.352,-0.43626,-0.89981,-0.0048217,0.0028896,0.0039576,-0.99999,-0.89981,0.25538,0
96.85,281.82,69.319,-0.20355,-0.97659,0.069613,0.026069,-0.076482,-0.99673,-0.97659,0.98358,1
-199.87,302.14,52.567,-0.43665,-0.89957,-0.010146,-0.0051818,0.013793,-0.99989,-0.89957,0.25681,0
96.826,281.71,69.427,-0.20467,-0.97643,0.068486,0.026753,-0.075521,-0.99679,-0.97643,0.98595,1
-199.36,301.82,52.659,-0.43678,-0.8995,-0.011045,-0.010186,0.017223,-0.9998,-0.8995,0.25623,0
96.734,281.61,69.573,-0.20549,-0.97641,0.06634,0.027902,-0.073604,-0.9969,-0.97641,0.98101,1
-198.62,301.58,52.674,-0.4322,-0.90171,-0.011329,-0.019671,0.021987,-0.99956,-0.90171,0.26573,0
96.675,281.6,69.64,-0.20779,-0.97596,0.065762,0.027525,-0.073036,-0.99695,-0.97596,0.98456,1
-198.51,301.62,52.698,-0.42933,-0.90309,-0.010107,-0.021451,0.021384,-0.99954,-0.90309,0.26227,0
96.635,281.64,69.671,-0.20918,-0.97565,0.065902,0.027152,-0.073162,-0.99695,-0.97565,0.97731,1
-198.44,301.74,52.821,-0.42656,-0.90443,-0.0069565,-0.023155,0.018609,-0.99956,-0.90443,0.26542,0
96.615,281.66,69.695,-0.21009,-0.97546,0.065927,0.027011,-0.073197,-0.99695,-0.97546,0.98169,1
-198.42,301.93,52.937,-0.42583,-0.9048,-0.0028279,-0.024185,0.014506,-0.9996,-0.9048,0.25581,0
96.592,281.68,69.723,-0.21043,-0.97538,0.065965,0.027162,-0.073283,-0.99694,-0.97538,0.98526,1
-198.57,302.31,52.959,-0.42696,-0.90427,0.0018943,-0.023695,0.0090936,-0.99968,-0.90427,0.22548,0
96.583,281.68,69.734,-0.21049,-0.97536,0.066096,0.0272,-0.073427,-0.99693,-0.97536,0.98691,1
-199.11,303.02,53.007,-0.42792,-0.90375,0.010709,-0.019059,-0.0028236,-0.99981,-0.90375,0.22642,0
96.563,281.68,69.761,-0.21062,-0.97532,0.066321,0.027202,-0.073664,-0.99691,-0.97532,0.98842,1
-199.26,303.15,53.016,-0.42797,-0.9037,0.012754,-0.017497,-0.0058246,-0.99983,-0.9037,0.23228,0
96.551,281.67,69.776,-0.21043,-0.97537,0.066166,0.027268,-0.073511,-0.99692,-0.97537,0.98903,1
-199.32,303.14,53.081,-0.42726,-0.90403,0.013336,-0.017196,-0.0066223,-0.99983,-0.90403,0.24173,0
96.52,281.66,69.797,-0.21009,-0.97545,0.066055,0.027409,-0.073413,-0.99692,-0.97545,0.98865,1
-199.38,303.22,53.02,-0.42737,-0.90393,0.016186,-0.016899,-0.0099132,-0.99981,-0.90393,0.23386,0
96.508,281.68,69.814,-0.21025,-0.97538,0.06657,0.026998,-0.073859,-0.9969,-0.97538,0.93133,1
-199.37,303.19,52.962,-0.42836,-0.90344,0.017742,-0.017567,-0.011305,-0.99978,-0.90344,0.23884,0
96.476,281.72,69.844,-0.20999,-0.97537,0.067455,0.026597,-0.074666,-0.99685,-0.97537,0.93444,1
-199.34,303.07,52.886,-0.42936,-0.90294,0.018623,-0.019657,-0.011272,-0.99974,-0.90294,0.2473,0
96.425,281.79,69.937,-0.20903,-0.97554,0.068002,0.026509,-0.075165,-0.99682,-0.97554,0.94202,1
-199.26,302.92,52.851,-0.42661,-0.90424,0.018958,-0.022623,-0.010286,-0.99969,-0.90424,0.22934,0
