120.59,249.48,45.763,-0.1992,-0.97992,0.0086238,0.12945,-0.035036,-0.99097,-0.97992,0.91483,1
-176.46,262.18,36.27,-0.30501,-0.95186,0.030428,0.12826,-0.072717,-0.98907,-0.95186,0.90222,0
120.7,249.59,45.59,-0.20009,-0.97975,0.0078519,0.12813,-0.03411,-0.99117,-0.97975,0.90619,1
-176.4,262.49,36.144,-0.30592,-0.95153,0.031698,0.12732,-0.073885,-0.98911,-0.95153,0.9092,0
120.71,249.67,45.544,-0.19972,-0.97982,0.0078291,0.12842,-0.034094,-0.99113,-0.97982,0.92316,1
-176.34,262.78,35.977,-0.30729,-0.95103,0.033364,0.12643,-0.075549,-0.9891,-0.95103,0.91972,0
120.73,249.76,45.509,-0.19948,-0.97987,0.0074523,0.12837,-0.033673,-0.99115,-0.97987,0.93665,1
-176.27,262.94,35.814,-0.3079,-0.95078,0.034844,0.12525,-0.076812,-0.98915,-0.95078,0.92247,0
120.72,249.81,45.51,-0.19931,-0.97991,0.0072368,0.12857,-0.033472,-0.99114,-0.97991,0.94513,1
-176.17,263.09,35.578,-0.30926,-0.95027,0.036783,0.12326,-0.078407,-0.98927,-0.95027,0.91987,0
120.72,249.8,45.497,-0.19921,-0.97993,0.0068549,0.12861,-0.033079,-0.99114,-0.97993,0.95559,1
-176.05,263.17,35.373,-0.31,-0.94998,0.038068,0.12138,-0.079259,-0.98944,-0.94998,0.92306,0
120.72,249.81,45.496,-0.19896,-0.97999,0.006764,0.12873,-0.032976,-0.99113,-0.97999,0.94728,1
-175.98,263.18,35.247,-0.30982,-0.95002,0.038423,0.12044,-0.079298,-0.98955,-0.95002,0.92694,0
120.72,249.82,45.507,-0.19855,-0.98007,0.006716,0.1288,-0.032884,-0.99113,-0.98007,0.94477,1
-175.94,263.15,35.172,-0.30909,-0.95026,0.038308,0.12013,-0.078969,-0.98961,-0.95026,0.93225,0
120.71,249.82,45.524,-0.19816,-0.98015,0.0065203,0.12887,-0.032647,-0.99112,-0.98015,0.95159,1
-175.89,263.11,35.089,-0.30834,-0.95052,0.037924,0.11962,-0.07829,-0.98973,-0.95052,0.93923,0
120.84,249.83,45.442,-0.20001,-0.97978,0.0060443,0.1272,-0.032082,-0.99136,-0.97978,0.90203,1
-175.81,263.11,35.019,-0.30721,-0.9509,0.037564,0.11896,-0.077535,-0.98987,-0.9509,0.94086,0
120.97,250.01,45.396,-0.20035,-0.9797,0.0066103,0.1265,-0.032559,-0.99143,-0.9797,0.91577,1
-175.71,263.16,34.995,-0.30409,-0.95191,0.037212,0.1185,-0.076556,-0.99,-0.95191,0.94575,0
121.01,250.2,45.488,-0.19894,-0.97998,0.0073746,0.12694,-0.033228,-0.99135,-0.97998,0.92255,1
